image_path,steering_angle
straight\20250616_194603_763454.jpg,-0.0100
straight\20250616_194603_930256.jpg,-0.0100
straight\20250616_194604_078489.jpg,-0.0100
straight\20250616_194604_257947.jpg,-0.0060
straight\20250616_194604_412826.jpg,0.0040
straight\20250616_194604_600617.jpg,0.0040
straight\20250616_194604_755421.jpg,0.0040
straight\20250616_194604_934293.jpg,-0.0080
straight\20250616_194605_091325.jpg,-0.0080
straight\20250616_194605_262529.jpg,-0.0080
straight\20250616_194605_421994.jpg,-0.0080
straight\20250616_194605_592755.jpg,-0.0080
straight\20250616_194605_757938.jpg,-0.0080
straight\20250616_194605_919015.jpg,-0.0080
straight\20250616_194606_091695.jpg,-0.0080
straight\20250616_194606_245114.jpg,-0.0080
straight\20250616_194606_419718.jpg,-0.0080
straight\20250616_194606_572935.jpg,-0.0080
straight\20250616_194606_751200.jpg,-0.0080
straight\20250616_194606_899474.jpg,-0.0080
straight\20250616_194607_074473.jpg,-0.0080
straight\20250616_194607_231358.jpg,-0.0080
straight\20250616_194607_405841.jpg,-0.0080
straight\20250616_194607_561791.jpg,-0.0080
straight\20250616_194607_733349.jpg,-0.0080
straight\20250616_194607_892759.jpg,0.0040
straight\20250616_194608_074964.jpg,0.0240
turn_right\20250616_194608_223007.jpg,0.0300
turn_right\20250616_194608_404431.jpg,0.0380
turn_right\20250616_194608_578285.jpg,0.0580
turn_right\20250616_194608_734714.jpg,0.0780
turn_right\20250616_194608_876958.jpg,0.0800
turn_right\20250616_194609_044470.jpg,0.0800
turn_right\20250616_194609_213899.jpg,0.0800
turn_right\20250616_194609_371078.jpg,0.0800
turn_right\20250616_194609_546259.jpg,0.0800
turn_right\20250616_194609_698242.jpg,0.0800
turn_right\20250616_194609_884527.jpg,0.0980
turn_right\20250616_194610_038263.jpg,0.0980
turn_right\20250616_194610_219700.jpg,0.0980
turn_right\20250616_194610_376474.jpg,0.0980
turn_right\20250616_194610_550241.jpg,0.0980
turn_right\20250616_194610_711897.jpg,0.0980
turn_right\20250616_194610_884316.jpg,0.0980
turn_right\20250616_194611_056308.jpg,0.0980
turn_right\20250616_194611_212751.jpg,0.0980
turn_right\20250616_194611_388290.jpg,0.0980
turn_right\20250616_194611_541435.jpg,0.0980
turn_right\20250616_194611_730776.jpg,0.0980
turn_right\20250616_194611_874207.jpg,0.0980
turn_right\20250616_194612_055471.jpg,0.0980
turn_right\20250616_194612_217092.jpg,0.0980
turn_right\20250616_194612_389892.jpg,0.0980
turn_right\20250616_194612_548469.jpg,0.0980
turn_right\20250616_194612_721419.jpg,0.0980
turn_right\20250616_194612_875510.jpg,0.0980
turn_right\20250616_194613_042814.jpg,0.0980
turn_right\20250616_194613_207823.jpg,0.0900
turn_right\20250616_194613_392218.jpg,0.0700
turn_right\20250616_194613_542619.jpg,0.0560
turn_right\20250616_194613_699579.jpg,0.0560
turn_right\20250616_194613_875194.jpg,0.0560
turn_right\20250616_194614_025447.jpg,0.0560
turn_right\20250616_194614_206917.jpg,0.0560
turn_right\20250616_194614_356445.jpg,0.0560
turn_right\20250616_194614_530443.jpg,0.0560
turn_right\20250616_194614_682879.jpg,0.0560
turn_right\20250616_194614_855364.jpg,0.0560
turn_right\20250616_194615_010532.jpg,0.0640
turn_right\20250616_194615_183534.jpg,0.0840
turn_right\20250616_194615_335668.jpg,0.0880
turn_right\20250616_194615_509713.jpg,0.0880
turn_right\20250616_194615_672699.jpg,0.0880
turn_right\20250616_194615_842370.jpg,0.0880
turn_right\20250616_194616_022916.jpg,0.0880
turn_right\20250616_194616_186337.jpg,0.0880
turn_right\20250616_194616_355491.jpg,0.0880
turn_right\20250616_194616_512851.jpg,0.0880
turn_right\20250616_194616_681793.jpg,0.0880
turn_right\20250616_194616_840010.jpg,0.0960
turn_right\20250616_194617_009237.jpg,0.1060
turn_right\20250616_194617_167618.jpg,0.1060
turn_right\20250616_194617_340843.jpg,0.1060
turn_right\20250616_194617_494979.jpg,0.1060
turn_right\20250616_194617_666555.jpg,0.1060
turn_right\20250616_194617_829852.jpg,0.1060
turn_right\20250616_194618_003824.jpg,0.1060
turn_right\20250616_194618_187285.jpg,0.1060
turn_right\20250616_194618_331787.jpg,0.1060
turn_right\20250616_194618_518043.jpg,0.1060
turn_right\20250616_194618_675916.jpg,0.1060
turn_right\20250616_194618_838576.jpg,0.1060
turn_right\20250616_194618_991966.jpg,0.1060
turn_right\20250616_194619_169602.jpg,0.1060
turn_right\20250616_194619_324837.jpg,0.1060
turn_right\20250616_194619_499344.jpg,0.1060
turn_right\20250616_194619_653107.jpg,0.1060
turn_right\20250616_194619_828497.jpg,0.0940
turn_right\20250616_194619_985119.jpg,0.0840
turn_right\20250616_194620_151986.jpg,0.0840
turn_right\20250616_194620_310781.jpg,0.0840
turn_right\20250616_194620_479221.jpg,0.0840
turn_right\20250616_194620_644520.jpg,0.0840
turn_right\20250616_194620_817220.jpg,0.0840
turn_right\20250616_194620_990061.jpg,0.0840
turn_right\20250616_194621_147917.jpg,0.0840
turn_right\20250616_194621_325326.jpg,0.0840
turn_right\20250616_194621_489356.jpg,0.0840
turn_right\20250616_194621_653669.jpg,0.0840
turn_right\20250616_194621_812875.jpg,0.0840
turn_right\20250616_194621_988491.jpg,0.0840
turn_right\20250616_194622_147389.jpg,0.0840
turn_right\20250616_194622_313911.jpg,0.0840
turn_right\20250616_194622_466649.jpg,0.0840
turn_right\20250616_194622_649701.jpg,0.0840
turn_right\20250616_194622_813153.jpg,0.0840
turn_right\20250616_194622_980676.jpg,0.0840
turn_right\20250616_194623_157148.jpg,0.0840
turn_right\20250616_194623_314059.jpg,0.0840
turn_right\20250616_194623_484581.jpg,0.0840
turn_right\20250616_194623_640191.jpg,0.0840
turn_right\20250616_194623_811759.jpg,0.0840
turn_right\20250616_194623_970728.jpg,0.0840
turn_right\20250616_194624_147475.jpg,0.0840
turn_right\20250616_194624_306648.jpg,0.0840
turn_right\20250616_194624_478243.jpg,0.0840
turn_right\20250616_194624_636772.jpg,0.0840
turn_right\20250616_194624_807757.jpg,0.0840
turn_right\20250616_194624_966453.jpg,0.0840
turn_right\20250616_194625_134621.jpg,0.0840
turn_right\20250616_194625_300368.jpg,0.0840
turn_right\20250616_194625_461762.jpg,0.0840
turn_right\20250616_194625_624864.jpg,0.0840
turn_right\20250616_194625_797554.jpg,0.0840
turn_right\20250616_194625_988138.jpg,0.0840
turn_right\20250616_194626_141524.jpg,0.0840
turn_right\20250616_194626_308630.jpg,0.0840
turn_right\20250616_194626_463905.jpg,0.0840
turn_right\20250616_194626_643382.jpg,0.0840
turn_right\20250616_194626_797898.jpg,0.0840
turn_right\20250616_194626_965859.jpg,0.0840
turn_right\20250616_194627_124355.jpg,0.0840
turn_right\20250616_194627_310533.jpg,0.0840
turn_right\20250616_194627_470917.jpg,0.0840
turn_right\20250616_194627_631007.jpg,0.0780
turn_right\20250616_194627_849451.jpg,0.0600
turn_right\20250616_194627_985872.jpg,0.0600
turn_right\20250616_194628_134015.jpg,0.0600
turn_right\20250616_194628_294394.jpg,0.0460
straight\20250616_194628_481191.jpg,0.0260
straight\20250616_194628_641359.jpg,0.0060
straight\20250616_194628_809707.jpg,-0.0100
straight\20250616_194628_962890.jpg,-0.0200
turn_left\20250616_194629_149237.jpg,-0.0400
turn_left\20250616_194629_302189.jpg,-0.0560
turn_left\20250616_194629_466560.jpg,-0.0560
turn_left\20250616_194629_620956.jpg,-0.0560
turn_left\20250616_194629_794875.jpg,-0.0560
turn_left\20250616_194629_951730.jpg,-0.0560
turn_left\20250616_194630_116932.jpg,-0.0560
turn_left\20250616_194630_278935.jpg,-0.0560
turn_left\20250616_194630_451050.jpg,-0.0560
turn_left\20250616_194630_619266.jpg,-0.0560
turn_left\20250616_194630_780672.jpg,-0.0560
turn_left\20250616_194630_962127.jpg,-0.0640
turn_left\20250616_194631_110276.jpg,-0.0820
turn_left\20250616_194631_277773.jpg,-0.0820
turn_left\20250616_194631_427381.jpg,-0.0820
turn_left\20250616_194631_605976.jpg,-0.0820
turn_left\20250616_194631_756483.jpg,-0.0820
turn_left\20250616_194631_926932.jpg,-0.0820
turn_left\20250616_194632_086540.jpg,-0.0820
turn_left\20250616_194632_257533.jpg,-0.0820
turn_left\20250616_194632_418810.jpg,-0.0820
turn_left\20250616_194632_586642.jpg,-0.0820
turn_left\20250616_194632_740113.jpg,-0.0820
turn_left\20250616_194632_908636.jpg,-0.0660
turn_left\20250616_194633_071373.jpg,-0.0500
turn_left\20250616_194633_250752.jpg,-0.0500
turn_left\20250616_194633_425809.jpg,-0.0500
turn_left\20250616_194633_579884.jpg,-0.0500
turn_left\20250616_194633_759689.jpg,-0.0500
turn_left\20250616_194633_909011.jpg,-0.0500
turn_left\20250616_194634_090981.jpg,-0.0500
turn_left\20250616_194634_250755.jpg,-0.0500
turn_left\20250616_194634_427067.jpg,-0.0580
turn_left\20250616_194634_582939.jpg,-0.0580
turn_left\20250616_194634_748992.jpg,-0.0580
turn_left\20250616_194634_910155.jpg,-0.0580
turn_left\20250616_194635_090367.jpg,-0.0580
turn_left\20250616_194635_245462.jpg,-0.0580
turn_left\20250616_194635_418218.jpg,-0.0580
turn_left\20250616_194635_594065.jpg,-0.0580
turn_left\20250616_194635_742459.jpg,-0.0580
turn_left\20250616_194635_919097.jpg,-0.0580
turn_left\20250616_194636_070198.jpg,-0.0580
turn_left\20250616_194636_248128.jpg,-0.0580
turn_left\20250616_194636_394947.jpg,-0.0580
turn_left\20250616_194636_571378.jpg,-0.0580
turn_left\20250616_194636_726126.jpg,-0.0580
turn_left\20250616_194636_903544.jpg,-0.0580
turn_left\20250616_194637_054112.jpg,-0.0580
turn_left\20250616_194637_227868.jpg,-0.0580
turn_left\20250616_194637_383423.jpg,-0.0580
turn_left\20250616_194637_553212.jpg,-0.0580
turn_left\20250616_194637_718708.jpg,-0.0580
turn_left\20250616_194637_885343.jpg,-0.0580
turn_left\20250616_194638_043597.jpg,-0.0580
turn_left\20250616_194638_218226.jpg,-0.0580
turn_left\20250616_194638_387517.jpg,-0.0580
turn_left\20250616_194638_540340.jpg,-0.0580
turn_left\20250616_194638_725835.jpg,-0.0580
turn_left\20250616_194638_879720.jpg,-0.0580
turn_left\20250616_194639_052507.jpg,-0.0580
turn_left\20250616_194639_208144.jpg,-0.0580
turn_left\20250616_194639_385620.jpg,-0.0580
turn_left\20250616_194639_536572.jpg,-0.0580
turn_left\20250616_194639_713009.jpg,-0.0580
turn_left\20250616_194639_870161.jpg,-0.0580
turn_left\20250616_194640_042868.jpg,-0.0580
turn_left\20250616_194640_198672.jpg,-0.0580
turn_left\20250616_194640_374294.jpg,-0.0520
turn_left\20250616_194640_538561.jpg,-0.0320
straight\20250616_194640_707719.jpg,-0.0280
straight\20250616_194640_882305.jpg,-0.0280
straight\20250616_194641_037949.jpg,-0.0280
straight\20250616_194641_216965.jpg,-0.0280
straight\20250616_194641_371398.jpg,-0.0280
straight\20250616_194641_547002.jpg,-0.0200
straight\20250616_194641_700578.jpg,-0.0040
straight\20250616_194641_877100.jpg,-0.0040
straight\20250616_194642_032725.jpg,-0.0040
straight\20250616_194642_209582.jpg,-0.0040
straight\20250616_194642_368129.jpg,-0.0040
straight\20250616_194642_562080.jpg,-0.0040
straight\20250616_194642_724868.jpg,-0.0040
straight\20250616_194642_899938.jpg,0.0020
straight\20250616_194643_085778.jpg,0.0180
straight\20250616_194643_246275.jpg,0.0180
straight\20250616_194643_412551.jpg,0.0180
straight\20250616_194643_563267.jpg,0.0180
straight\20250616_194643_739608.jpg,0.0180
straight\20250616_194643_897876.jpg,0.0180
straight\20250616_194644_067193.jpg,0.0180
straight\20250616_194644_223783.jpg,0.0080
straight\20250616_194644_400592.jpg,-0.0120
straight\20250616_194644_555454.jpg,-0.0180
straight\20250616_194644_726769.jpg,-0.0200
turn_left\20250616_194644_894267.jpg,-0.0400
turn_left\20250616_194645_072498.jpg,-0.0600
turn_left\20250616_194645_241319.jpg,-0.0600
turn_left\20250616_194645_404929.jpg,-0.0600
turn_left\20250616_194645_575519.jpg,-0.0600
turn_left\20250616_194645_730891.jpg,-0.0600
turn_left\20250616_194645_904044.jpg,-0.0600
turn_left\20250616_194646_060159.jpg,-0.0600
turn_left\20250616_194646_236331.jpg,-0.0600
turn_left\20250616_194646_392450.jpg,-0.0600
turn_left\20250616_194646_561900.jpg,-0.0600
turn_left\20250616_194646_717505.jpg,-0.0600
turn_left\20250616_194646_887187.jpg,-0.0600
turn_left\20250616_194647_050187.jpg,-0.0600
turn_left\20250616_194647_217723.jpg,-0.0400
straight\20250616_194647_416413.jpg,-0.0220
straight\20250616_194647_527048.jpg,-0.0220
straight\20250616_194647_686406.jpg,-0.0220
straight\20250616_194647_861676.jpg,-0.0140
straight\20250616_194648_039615.jpg,0.0040
straight\20250616_194648_189625.jpg,0.0040
straight\20250616_194648_365780.jpg,0.0040
straight\20250616_194648_516458.jpg,0.0040
straight\20250616_194648_694825.jpg,0.0040
straight\20250616_194648_849809.jpg,0.0040
straight\20250616_194649_020454.jpg,0.0040
straight\20250616_194649_188294.jpg,0.0040
straight\20250616_194649_352355.jpg,0.0040
straight\20250616_194649_505576.jpg,0.0040
straight\20250616_194649_674000.jpg,0.0040
straight\20250616_194649_833631.jpg,0.0040
straight\20250616_194650_003816.jpg,0.0040
straight\20250616_194650_179187.jpg,0.0200
turn_right\20250616_194650_343123.jpg,0.0400
turn_right\20250616_194650_519150.jpg,0.0600
turn_right\20250616_194650_680493.jpg,0.0760
turn_right\20250616_194650_855434.jpg,0.0760
turn_right\20250616_194651_010404.jpg,0.0760
turn_right\20250616_194651_193600.jpg,0.0760
turn_right\20250616_194651_353264.jpg,0.0760
turn_right\20250616_194651_523013.jpg,0.0760
turn_right\20250616_194651_690570.jpg,0.0760
turn_right\20250616_194651_862670.jpg,0.0760
turn_right\20250616_194652_033933.jpg,0.0760
turn_right\20250616_194652_190139.jpg,0.0760
turn_right\20250616_194652_359944.jpg,0.0700
turn_right\20250616_194652_519733.jpg,0.0500
turn_right\20250616_194652_692065.jpg,0.0340
turn_right\20250616_194652_833804.jpg,0.0340
turn_right\20250616_194653_004419.jpg,0.0340
turn_right\20250616_194653_162373.jpg,0.0340
turn_right\20250616_194653_329487.jpg,0.0340
turn_right\20250616_194653_493731.jpg,0.0460
turn_right\20250616_194653_665912.jpg,0.0480
turn_right\20250616_194653_821979.jpg,0.0680
turn_right\20250616_194653_998874.jpg,0.0840
turn_right\20250616_194654_159392.jpg,0.0840
turn_right\20250616_194654_338269.jpg,0.0840
turn_right\20250616_194654_514239.jpg,0.0840
turn_right\20250616_194654_670508.jpg,0.0840
turn_right\20250616_194654_848825.jpg,0.0840
turn_right\20250616_194654_999041.jpg,0.0840
turn_right\20250616_194655_173320.jpg,0.0840
turn_right\20250616_194655_329937.jpg,0.0840
turn_right\20250616_194655_508701.jpg,0.0840
turn_right\20250616_194655_659982.jpg,0.0840
turn_right\20250616_194655_828782.jpg,0.0920
turn_right\20250616_194655_989021.jpg,0.1100
turn_right\20250616_194656_155821.jpg,0.1100
turn_right\20250616_194656_320947.jpg,0.1100
turn_right\20250616_194656_484643.jpg,0.1100
turn_right\20250616_194656_648581.jpg,0.1100
turn_right\20250616_194656_818541.jpg,0.1100
turn_right\20250616_194656_992632.jpg,0.1100
turn_right\20250616_194657_142024.jpg,0.1100
turn_right\20250616_194657_322105.jpg,0.1100
turn_right\20250616_194657_469900.jpg,0.1100
turn_right\20250616_194657_646286.jpg,0.1100
turn_right\20250616_194657_799334.jpg,0.1100
turn_right\20250616_194657_977403.jpg,0.1100
turn_right\20250616_194658_123079.jpg,0.1100
turn_right\20250616_194658_298348.jpg,0.1100
turn_right\20250616_194658_459892.jpg,0.1100
turn_right\20250616_194658_627233.jpg,0.1100
turn_right\20250616_194658_791385.jpg,0.1100
turn_right\20250616_194658_962699.jpg,0.1100
turn_right\20250616_194659_135439.jpg,0.1100
turn_right\20250616_194659_295162.jpg,0.1100
turn_right\20250616_194659_472135.jpg,0.1100
turn_right\20250616_194659_628919.jpg,0.1100
turn_right\20250616_194659_805884.jpg,0.0940
turn_right\20250616_194659_958848.jpg,0.0800
turn_right\20250616_194700_129919.jpg,0.0800
turn_right\20250616_194700_285941.jpg,0.0680
turn_right\20250616_194700_453453.jpg,0.0620
turn_right\20250616_194700_617287.jpg,0.0620
turn_right\20250616_194700_784966.jpg,0.0620
turn_right\20250616_194700_943965.jpg,0.0620
turn_right\20250616_194701_106889.jpg,0.0500
turn_right\20250616_194701_275097.jpg,0.0420
turn_right\20250616_194701_439402.jpg,0.0420
turn_right\20250616_194701_618099.jpg,0.0420
turn_right\20250616_194701_762399.jpg,0.0420
turn_right\20250616_194701_942009.jpg,0.0420
turn_right\20250616_194702_092035.jpg,0.0320
straight\20250616_194702_268876.jpg,0.0220
straight\20250616_194702_418739.jpg,0.0220
straight\20250616_194702_599699.jpg,0.0100
straight\20250616_194702_749652.jpg,-0.0100
straight\20250616_194702_920847.jpg,-0.0160
straight\20250616_194703_078282.jpg,-0.0160
straight\20250616_194703_251992.jpg,-0.0160
straight\20250616_194703_401510.jpg,-0.0180
turn_left\20250616_194703_575507.jpg,-0.0380
turn_left\20250616_194703_737984.jpg,-0.0480
turn_left\20250616_194703_903623.jpg,-0.0480
turn_left\20250616_194704_078133.jpg,-0.0480
turn_left\20250616_194704_249089.jpg,-0.0480
turn_left\20250616_194704_423622.jpg,-0.0480
turn_left\20250616_194704_578251.jpg,-0.0480
turn_left\20250616_194704_756098.jpg,-0.0480
turn_left\20250616_194704_917180.jpg,-0.0480
turn_left\20250616_194705_077063.jpg,-0.0480
turn_left\20250616_194705_243625.jpg,-0.0480
turn_left\20250616_194705_427993.jpg,-0.0480
turn_left\20250616_194705_591434.jpg,-0.0480
turn_left\20250616_194705_760054.jpg,-0.0480
turn_left\20250616_194706_403633.jpg,-0.0320
straight\20250616_194706_549142.jpg,-0.0120
straight\20250616_194706_731810.jpg,0.0020
straight\20250616_194706_876848.jpg,0.0020
straight\20250616_194707_056293.jpg,0.0020
straight\20250616_194707_216681.jpg,0.0020
straight\20250616_194707_391950.jpg,0.0020
straight\20250616_194707_546636.jpg,0.0020
straight\20250616_194707_732330.jpg,0.0040
straight\20250616_194707_893287.jpg,0.0240
turn_right\20250616_194708_085425.jpg,0.0440
turn_right\20250616_194708_243733.jpg,0.0640
turn_right\20250616_194708_400601.jpg,0.0780
turn_right\20250616_194708_577401.jpg,0.0780
turn_right\20250616_194708_729791.jpg,0.0780
turn_right\20250616_194708_907268.jpg,0.0780
turn_right\20250616_194709_058354.jpg,0.0780
turn_right\20250616_194709_234080.jpg,0.0780
turn_right\20250616_194709_390153.jpg,0.0780
turn_right\20250616_194709_560750.jpg,0.0780
turn_right\20250616_194709_716209.jpg,0.0780
turn_right\20250616_194709_888479.jpg,0.0600
turn_right\20250616_194710_053019.jpg,0.0440
turn_right\20250616_194710_222408.jpg,0.0440
turn_right\20250616_194710_399198.jpg,0.0360
turn_right\20250616_194710_553998.jpg,0.0360
turn_right\20250616_194710_733308.jpg,0.0360
straight\20250616_194710_919738.jpg,0.0200
straight\20250616_194711_056338.jpg,0.0200
straight\20250616_194711_210870.jpg,0.0160
straight\20250616_194711_388143.jpg,-0.0040
straight\20250616_194711_544822.jpg,-0.0240
turn_left\20250616_194711_723990.jpg,-0.0300
turn_left\20250616_194711_880325.jpg,-0.0300
turn_left\20250616_194712_050488.jpg,-0.0300
turn_left\20250616_194712_212072.jpg,-0.0300
turn_left\20250616_194712_381004.jpg,-0.0300
turn_left\20250616_194712_555644.jpg,-0.0300
turn_left\20250616_194712_710931.jpg,-0.0300
turn_left\20250616_194712_889565.jpg,-0.0300
turn_left\20250616_194713_038861.jpg,-0.0300
turn_left\20250616_194713_216257.jpg,-0.0300
turn_left\20250616_194713_369336.jpg,-0.0300
turn_left\20250616_194713_547905.jpg,-0.0300
turn_left\20250616_194713_693110.jpg,-0.0300
turn_left\20250616_194713_868846.jpg,-0.0300
turn_left\20250616_194714_021008.jpg,-0.0300
turn_left\20250616_194714_200955.jpg,-0.0300
turn_left\20250616_194714_351367.jpg,-0.0300
turn_left\20250616_194714_522528.jpg,-0.0300
turn_left\20250616_194714_688259.jpg,-0.0300
turn_left\20250616_194714_843377.jpg,-0.0300
turn_left\20250616_194715_013817.jpg,-0.0300
turn_left\20250616_194715_179563.jpg,-0.0300
straight\20250616_194715_331672.jpg,-0.0160
straight\20250616_194715_508314.jpg,-0.0140
straight\20250616_194715_682782.jpg,-0.0140
straight\20250616_194715_837069.jpg,-0.0140
straight\20250616_194716_012850.jpg,-0.0140
straight\20250616_194716_170253.jpg,-0.0140
straight\20250616_194716_349160.jpg,-0.0140
straight\20250616_194716_495628.jpg,-0.0140
straight\20250616_194716_671910.jpg,-0.0140
straight\20250616_194716_830975.jpg,-0.0140
straight\20250616_194717_002849.jpg,-0.0140
straight\20250616_194717_160666.jpg,-0.0140
straight\20250616_194717_337378.jpg,-0.0140
straight\20250616_194717_488803.jpg,-0.0140
straight\20250616_194717_652440.jpg,-0.0140
straight\20250616_194717_821176.jpg,-0.0140
straight\20250616_194717_979866.jpg,-0.0140
straight\20250616_194718_154294.jpg,-0.0140
straight\20250616_194718_310496.jpg,-0.0140
straight\20250616_194718_479742.jpg,-0.0140
straight\20250616_194718_640845.jpg,-0.0140
straight\20250616_194718_808953.jpg,-0.0140
straight\20250616_194718_957091.jpg,-0.0140
straight\20250616_194719_135357.jpg,-0.0140
straight\20250616_194719_286898.jpg,-0.0140
straight\20250616_194719_455749.jpg,-0.0140
straight\20250616_194719_619781.jpg,-0.0140
straight\20250616_194719_785790.jpg,-0.0140
straight\20250616_194719_948388.jpg,-0.0140
straight\20250616_194720_113577.jpg,-0.0000
straight\20250616_194720_277143.jpg,0.0200
turn_right\20250616_194720_444454.jpg,0.0400
turn_right\20250616_194720_607034.jpg,0.0600
turn_right\20250616_194720_792143.jpg,0.0620
turn_right\20250616_194720_966677.jpg,0.0620
turn_right\20250616_194721_122163.jpg,0.0620
turn_right\20250616_194721_299864.jpg,0.0620
turn_right\20250616_194721_449782.jpg,0.0620
turn_right\20250616_194721_626204.jpg,0.0620
turn_right\20250616_194721_783415.jpg,0.0620
